                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                 1.4869,                0.99776,                 1.6693,                0.76189,                0.75723,                0.79781,                0.42766,                 1.6264,                0.91465,                 1.7274,               0.002674,               0.002674,               0.002674
                    150,                 1.4908,                0.97564,                 1.6646,                0.77912,                0.75439,                0.79825,                 0.4244,                 1.6303,                0.90927,                 1.7291,              0.0026245,              0.0026245,              0.0026245
                    151,                 1.4897,                 1.0035,                 1.6625,                0.77816,                0.73988,                0.79928,                0.42317,                 1.6377,                0.92197,                 1.7306,               0.002575,               0.002575,               0.002575
                    152,                 1.5012,                 1.0029,                  1.671,                 0.7586,                0.76445,                0.80317,                 0.4264,                 1.6304,                0.92702,                 1.7242,              0.0025255,              0.0025255,              0.0025255
                    153,                 1.4768,                0.98779,                  1.654,                0.73106,                0.79769,                0.80105,                0.42844,                 1.6262,                0.92724,                 1.7251,               0.002476,               0.002476,               0.002476
                    154,                 1.4802,                0.99083,                 1.6522,                0.75806,                0.75289,                0.79456,                0.42328,                 1.6365,                0.93494,                 1.7256,              0.0024265,              0.0024265,              0.0024265
                    155,                 1.4793,                0.99839,                 1.6479,                0.75796,                0.76025,                0.79852,                0.42297,                 1.6335,                 0.9237,                 1.7244,               0.002377,               0.002377,               0.002377
                    156,                 1.4777,                0.99568,                  1.657,                0.76549,                0.76734,                0.80124,                0.42301,                 1.6288,                0.91841,                 1.7294,              0.0023275,              0.0023275,              0.0023275
                    157,                  1.469,                0.98136,                 1.6478,                0.77774,                0.77023,                0.80411,                0.42694,                   1.62,                0.91595,                 1.7202,               0.002278,               0.002278,               0.002278
                    158,                 1.4674,                0.98673,                 1.6447,                 0.7585,                0.77457,                0.80585,                0.41761,                 1.6505,                0.92423,                 1.7356,              0.0022285,              0.0022285,              0.0022285
                    159,                 1.4935,                 1.0055,                 1.6567,                0.78023,                   0.75,                0.80185,                0.42707,                 1.6238,                0.91572,                 1.7113,               0.002179,               0.002179,               0.002179
                    160,                 1.4604,                0.97473,                 1.6346,                0.75714,                0.75434,                0.79394,                0.41953,                 1.6334,                0.91481,                  1.719,              0.0021295,              0.0021295,              0.0021295
                    161,                 1.4785,                0.99085,                 1.6564,                0.76989,                0.75425,                0.80006,                0.42467,                  1.628,                0.91846,                 1.7226,                0.00208,                0.00208,                0.00208
                    162,                 1.4779,                 0.9858,                 1.6478,                0.79248,                0.73988,                0.79729,                0.42331,                 1.6244,                0.91706,                 1.7195,              0.0020305,              0.0020305,              0.0020305
                    163,                  1.451,                0.98078,                 1.6361,                0.78477,                0.75434,                0.79402,                0.42648,                 1.6096,                0.90816,                 1.7195,               0.001981,               0.001981,               0.001981
                    164,                 1.4752,                0.97846,                 1.6445,                0.76746,                0.76879,                0.79212,                 0.4209,                 1.6316,                0.90883,                 1.7216,              0.0019315,              0.0019315,              0.0019315
                    165,                 1.4369,                0.96128,                 1.6215,                0.76374,                0.77312,                0.79323,                0.42385,                  1.629,                0.90911,                 1.7326,               0.001882,               0.001882,               0.001882
                    166,                 1.4559,                0.97907,                 1.6279,                0.78059,                0.73518,                0.79769,                0.42427,                 1.6274,                0.92665,                 1.7263,              0.0018325,              0.0018325,              0.0018325
                    167,                 1.4548,                0.98394,                 1.6359,                0.77677,                0.75429,                0.79074,                0.41914,                 1.6282,                0.93074,                 1.7254,               0.001783,               0.001783,               0.001783
                    168,                 1.4571,                0.97202,                 1.6364,                0.76992,                0.75867,                0.79832,                0.42227,                 1.6397,                0.91341,                 1.7386,              0.0017335,              0.0017335,              0.0017335
                    169,                 1.4378,                0.96208,                 1.6146,                0.74528,                0.76301,                0.79226,                0.41902,                 1.6405,                0.90749,                 1.7343,               0.001684,               0.001684,               0.001684
                    170,                 1.4465,                0.95757,                 1.6145,                0.74898,                0.76319,                0.79376,                0.41791,                  1.636,                0.91452,                 1.7313,              0.0016345,              0.0016345,              0.0016345
                    171,                 1.4523,                0.95714,                 1.6224,                0.76093,                0.74974,                0.78696,                0.41619,                 1.6484,                 0.9004,                 1.7332,               0.001585,               0.001585,               0.001585
                    172,                 1.4538,                0.96927,                 1.6287,                0.75302,                0.76879,                0.79073,                0.41739,                  1.639,                0.91866,                 1.7299,              0.0015355,              0.0015355,              0.0015355
                    173,                 1.4333,                0.94621,                 1.6143,                0.76681,                   0.75,                 0.7854,                0.41365,                 1.6499,                0.91855,                 1.7388,               0.001486,               0.001486,               0.001486
                    174,                 1.4243,                0.95339,                 1.6041,                0.75548,                0.76301,                0.79136,                0.41743,                 1.6503,                0.92361,                 1.7428,              0.0014365,              0.0014365,              0.0014365
                    175,                  1.439,                0.94367,                 1.6194,                0.76416,                   0.75,                0.78851,                0.41548,                 1.6608,                0.91284,                 1.7493,               0.001387,               0.001387,               0.001387
                    176,                 1.4344,                0.94865,                 1.6123,                0.75161,                0.76301,                0.78684,                0.41469,                 1.6485,                0.91653,                 1.7482,              0.0013375,              0.0013375,              0.0013375
                    177,                 1.4436,                0.95623,                  1.612,                0.77112,                0.74711,                0.78927,                0.41416,                 1.6524,                0.91957,                 1.7393,               0.001288,               0.001288,               0.001288
                    178,                 1.4116,                0.93605,                 1.5976,                0.75664,                0.76829,                0.79222,                0.42181,                 1.6416,                0.90291,                 1.7342,              0.0012385,              0.0012385,              0.0012385
                    179,                 1.4324,                0.94816,                 1.6065,                0.75588,                   0.75,                0.78732,                0.41557,                 1.6474,                0.91512,                 1.7391,               0.001189,               0.001189,               0.001189
                    180,                 1.4307,                0.96292,                 1.6139,                0.75357,                0.75578,                0.79003,                0.41593,                 1.6499,                0.91226,                 1.7452,              0.0011395,              0.0011395,              0.0011395
                    181,                 1.4204,                0.93706,                 1.6029,                0.74929,                0.76014,                0.79101,                0.41472,                 1.6484,                0.91126,                 1.7467,                0.00109,                0.00109,                0.00109
                    182,                 1.4225,                0.94768,                 1.6076,                0.76813,                 0.7659,                0.79395,                0.41166,                 1.6449,                0.91183,                 1.7412,              0.0010405,              0.0010405,              0.0010405
                    183,                 1.3981,                0.92351,                 1.5872,                0.76496,                0.76012,                0.79189,                0.41592,                 1.6444,                0.90721,                 1.7426,               0.000991,               0.000991,               0.000991
                    184,                 1.4059,                0.94058,                  1.599,                0.77908,                0.74405,                0.79558,                0.41087,                 1.6566,                0.91849,                 1.7514,              0.0009415,              0.0009415,              0.0009415
                    185,                 1.4148,                0.94794,                 1.5998,                 0.7658,                0.75578,                0.79414,                0.41377,                 1.6536,                0.91169,                 1.7501,               0.000892,               0.000892,               0.000892
                    186,                 1.4008,                0.91355,                 1.5917,                0.75929,                0.74756,                0.79124,                0.41661,                 1.6542,                0.90758,                 1.7517,              0.0008425,              0.0008425,              0.0008425
                    187,                 1.4055,                0.93297,                 1.5996,                0.73366,                0.77224,                0.79335,                 0.4171,                 1.6516,                0.91189,                 1.7536,               0.000793,               0.000793,               0.000793
                    188,                 1.4075,                 0.9214,                 1.5949,                0.77457,                0.74711,                0.79404,                0.41472,                  1.646,                0.91243,                  1.748,              0.0007435,              0.0007435,              0.0007435
                    189,                 1.3968,                0.91737,                 1.5832,                0.77735,                0.74671,                0.79071,                 0.4105,                 1.6548,                0.90907,                 1.7554,               0.000694,               0.000694,               0.000694
                    190,                 1.3999,                0.92353,                 1.5889,                0.74788,                0.75578,                0.79213,                0.41165,                 1.6438,                0.90979,                 1.7449,              0.0006445,              0.0006445,              0.0006445
                    191,                 1.3474,                0.82918,                  1.545,                0.76104,                0.76301,                0.79502,                0.41582,                 1.6495,                0.90192,                  1.748,               0.000595,               0.000595,               0.000595
                    192,                 1.3467,                0.83542,                 1.5473,                0.74484,                0.77457,                0.79349,                0.41441,                 1.6548,                0.89756,                 1.7573,              0.0005455,              0.0005455,              0.0005455
                    193,                 1.3453,                0.83138,                 1.5479,                0.75338,                0.76813,                0.79308,                0.41643,                 1.6522,                0.89761,                 1.7551,               0.000496,               0.000496,               0.000496
                    194,                 1.3326,                0.83398,                 1.5383,                0.74334,                0.77023,                0.79118,                 0.4158,                  1.654,                0.90404,                 1.7603,              0.0004465,              0.0004465,              0.0004465
                    195,                   1.33,                0.82429,                   1.53,                0.73179,                0.78035,                0.79039,                0.41589,                 1.6513,                  0.894,                 1.7594,               0.000397,               0.000397,               0.000397
                    196,                  1.329,                0.81354,                 1.5377,                0.73918,                0.76994,                0.78836,                0.41549,                 1.6498,                0.90031,                 1.7611,              0.0003475,              0.0003475,              0.0003475
                    197,                 1.3312,                0.82216,                 1.5354,                0.76388,                0.76012,                0.78863,                0.41754,                  1.653,                0.89676,                 1.7632,               0.000298,               0.000298,               0.000298
                    198,                 1.3216,                0.81315,                 1.5279,                0.76281,                0.76301,                0.78894,                0.41581,                 1.6521,                0.89865,                 1.7659,              0.0002485,              0.0002485,              0.0002485
                    199,                 1.3243,                0.82595,                 1.5323,                0.75934,                0.76445,                0.78818,                0.41599,                 1.6509,                0.90056,                 1.7666,               0.000199,               0.000199,               0.000199
                    200,                 1.3188,                0.81333,                 1.5306,                0.76788,                0.75532,                0.78847,                0.41495,                 1.6573,                0.90166,                 1.7728,              0.0001495,              0.0001495,              0.0001495
