                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    181,                 0.4851,                 0.3509,                0.97075,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00109,                0.00109,                0.00109
                    182,                 0.4858,                0.35734,                 0.9699,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0010405,              0.0010405,              0.0010405
                    183,                0.48956,                0.35364,                0.97213,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000991,               0.000991,               0.000991
                    184,                0.47537,                0.34438,                 0.9648,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0009415,              0.0009415,              0.0009415
                    185,                0.46972,                0.34639,                0.96703,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000892,               0.000892,               0.000892
                    186,                0.47271,                0.34696,                0.96065,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0008425,              0.0008425,              0.0008425
                    187,                0.45691,                0.33317,                0.95574,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000793,               0.000793,               0.000793
                    188,                0.46677,                0.34407,                0.95858,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0007435,              0.0007435,              0.0007435
                    189,                0.46282,                0.34116,                0.95935,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000694,               0.000694,               0.000694
                    190,                0.46241,                0.33741,                0.96071,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0006445,              0.0006445,              0.0006445
                    191,                 0.4534,                  0.331,                0.95394,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000595,               0.000595,               0.000595
                    192,                 0.4602,                0.33666,                0.95695,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0005455,              0.0005455,              0.0005455
                    193,                0.44807,                0.32977,                 0.9477,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000496,               0.000496,               0.000496
                    194,                0.45042,                0.33775,                0.94993,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0004465,              0.0004465,              0.0004465
                    195,                0.44762,                0.33203,                0.95025,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000397,               0.000397,               0.000397
                    196,                0.44425,                0.33403,                0.95126,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0003475,              0.0003475,              0.0003475
                    197,                0.44241,                0.33213,                 0.9441,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000298,               0.000298,               0.000298
                    198,                0.44132,                 0.3244,                 0.9428,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0002485,              0.0002485,              0.0002485
                    199,                0.43464,                0.32359,                0.94217,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000199,               0.000199,               0.000199
                    200,                0.44295,                0.33079,                0.94674,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0001495,              0.0001495,              0.0001495
